,tournament_index,round,players,result
228,9,3rd round,[1] Raneem El Welily (EGY) bt [12] Yathreb Adel (EGY),w/o
229,9,3rd round,[5] Nour El Tayeb (EGY) bt [16] Rowan Elaraby (EGY),"11-6, 11-9, 11-6 (32m)"
230,9,3rd round,Coline Aumard (FRA) bt Farida Mohamed (EGY),"11-5, 13-11, 11-7 (34m)"
231,9,3rd round,[4] Nour El Sherbini (EGY) bt [15] Nadine Shahin (EGY),"11-2, 11-6, 11-5 (20m)"
232,9,3rd round,[9] Hania El Hammamy (EGY) bt [3] Camille Serme (FRA),"9-11, 11-8, 13-11, 13-11 (73m)"
233,9,3rd round,[8] Amanda Sobhy (USA) bt [13] Olivia Blatchford Clyne (USA),"11-9, 11-2, 11-5 (30m)"
234,9,3rd round,[7] Sarah-Jane Perry (ENG) bt [14] Nele Gilis (BEL),"11-7, 11-5, 12-10 (38m)"
235,9,3rd round,Nada Abbas (EGY) bt [2] Nouran Gohar (EGY),w/o
236,9,2nd round,[1] Raneem El Welily (EGY) bt Alexandra Fuller (RSA),"11-8, 7-11, 11-2, 11-4 (36m)"
237,9,2nd round,[12] Yathreb Adel (EGY) bt Joey Chan (HKG),"7-11, 11-7, 11-5, 11-4 (32m)"
238,9,2nd round,[16] Rowan Elaraby (EGY) bt Donna Lobban (AUS),"11-7, 11-8, 11-7 (26m)"
239,9,2nd round,[5] Nour El Tayeb (EGY) bt Tinne Gilis (BEL),"11-7, 11-2, 11-6 (29m)"
240,9,2nd round,Farida Mohamed (EGY) bt [6] Joelle King (NZL),"5-11, 7-11, 11-7, 11-6, 11-9 (49m)"
241,9,2nd round,Coline Aumard (FRA) bt [11] Salma Hany (EGY),"3-11, 12-10, 11-4, 9-11, 11-2 (70m)"
242,9,2nd round,[15] Nadine Shahin (EGY) bt Hana Ramadan (EGY),"11-7, 11-9, 6-11, 8-11, 12-10 (52m)"
243,9,2nd round,[4] Nour El Sherbini (EGY) bt Millie Tomlinson (ENG),"11-5, 11-7, 11-6 (31m)"
244,9,2nd round,[3] Camille Serme (FRA) bt Melissa Alves (FRA),"11-3, 11-4, 11-2 (26m)"
245,9,2nd round,[9] Hania El Hammamy (EGY) bt Mayar Hany (EGY),"11-4, 11-7, 11-4 (25m)"
246,9,2nd round,[13] Olivia Blatchford Clyne (USA) bt Sabrina Sobhy (USA),"10-12, 6-11, 11-7, 11-4, 11-8 (58m)"
247,9,2nd round,[8] Amanda Sobhy (USA) bt Zeina Mickawy (EGY),"11-7, 11-6, 11-2 (23m)"
248,9,2nd round,[7] Sarah-Jane Perry (ENG) bt Emily Whitlock (ENG),"11-3, 11-7, 11-6 (26m)"
249,9,2nd round,[14] Nele Gilis (BEL) bt Rachael Grinham (AUS),"11-7, 11-5, 11-4 (25m)"
250,9,2nd round,Nada Abbas (EGY) bt [10] Joshna Chinappa (IND),"11-4, 11-9, 11-13, 11-8 (49m)"
251,9,2nd round,[2] Nouran Gohar (EGY) bt Hollie Naughton (CAN),"11-7, 11-9, 6-11, 11-4 (45m)"
252,9,1st round,[1] Raneem El Welily (EGY),bye
253,9,1st round,Alexandra Fuller (RSA) bt Menna Nasser (EGY),"11-8, 11-7, 11-8 (28m)"
254,9,1st round,Joey Chan (HKG) bt Ineta Mackevica (LAT),"11-4, 6-11, 9-11, 11-8, 11-8 (39m)"
255,9,1st round,[12] Yathreb Adel (EGY),bye
256,9,1st round,[16] Rowan Elaraby (EGY),bye
257,9,1st round,Donna Lobban (AUS) bt Ho Tze-Lok (HKG),"11-3, 11-9, 11-8 (23m)"
258,9,1st round,Tinne Gilis (BEL) bt Liu Tsz-Ling (HKG),"11-4, 11-7, 11-2 (19m)"
259,9,1st round,[5] Nour El Tayeb (EGY),bye
260,9,1st round,[6] Joelle King (NZL),bye
261,9,1st round,Farida Mohamed (EGY) bt Lisa Aitken (SCO),"9-11, 11-7, 9-11, 12-10, 11-3 (56m)"
262,9,1st round,Coline Aumard (FRA) bt Tong Tsz-Wing (HKG),"11-6, 11-5, 11-9 (43m)"
263,9,1st round,[11] Salma Hany (EGY),bye
264,9,1st round,[15] Nadine Shahin (EGY),bye
265,9,1st round,Hana Ramadan (EGY) bt Mariam Metwally (EGY),"11-8, 6-11, 5-11, 11-7, 11-5 (42m)"
266,9,1st round,Millie Tomlinson (ENG) bt Rachael Chadwick (ENG),"11-7, 11-7, 4-11, 11-4 (35m)"
267,9,1st round,[4] Nour El Sherbini (EGY),bye
268,9,1st round,[3] Camille Serme (FRA),bye
269,9,1st round,Melissa Alves (FRA) bt Enora Villard (FRA),"11-4, 11-3, 11-1 (27m)"
270,9,1st round,Mayar Hany (EGY) bt Nadia Pfister (SUI),"11-5, 6-11, 11-8, 11-5 (30m)"
271,9,1st round,[9] Hania El Hammamy (EGY),bye
272,9,1st round,[13] Olivia Blatchford Clyne (USA),bye
273,9,1st round,Sabrina Sobhy (USA) bt [WC] Salma Youssef (EGY),"11-2, 11-5, 11-2 (20m)"
274,9,1st round,Zeina Mickawy (EGY) bt Rachel Arnold (MAS),"8-11, 4-11, 11-5, 11-8, 11-2 (39m)"
275,9,1st round,[8] Amanda Sobhy (USA),bye
276,9,1st round,[7] Sarah-Jane Perry (ENG),bye
277,9,1st round,Emily Whitlock (ENG) bt Jasmine Hutton (ENG),"11-8, 9-11, 13-11, 12-10 (53m)"
278,9,1st round,Rachael Grinham (AUS) bt [WC] Nour Khaled Aboulmakarim (EGY),"9-11, 7-11, 12-10, 11-7, 11-8 (67m)"
279,9,1st round,[14] Nele Gilis (BEL),bye
280,9,1st round,[10] Joshna Chinappa (IND),bye
281,9,1st round,Nada Abbas (EGY) bt Lucy Turmel (ENG),"9-11, 12-10, 11-4, 11-8 (56m)"
282,9,1st round,Hollie Naughton (CAN) bt Tessa ter Sluis (NED),"13-11, 16-14, 11-6 (28m)"
283,9,1st round,[2] Nouran Gohar (EGY),bye
284,10,Final,[4] Danielle Letourneau (CAN) bt [1] Julianne Courtice (ENG),"7-11, 6-11, 11-4, 11-5, 11-9 (61m)"
285,10,Semi-finals,[1] Julianne Courtice (ENG) bt [3] Olivia Fiechter (USA),"7-11, 11-9, 11-6, 11-9 (42m)"
286,10,Semi-finals,[4] Danielle Letourneau (CAN) bt [2] Milou van der Heijden (NED),"11-9, 11-6, 10-12, 11-4 (40m)"
287,10,Quarter-finals,[1] Julianne Courtice (ENG) bt [5] Lee Ka Yi (HKG),"11-4, 14-12, 8-11, 11-2 (33m)"
288,10,Quarter-finals,[3] Olivia Fiechter (USA) bt [7] Emilia Soini (FIN),"11-5, 11-1, 11-0 (19m)"
289,10,Quarter-finals,[4] Danielle Letourneau (CAN) bt [6] Menna Hamed (EGY),"11-3, 6-11, 11-6, 11-13, 11-9 (51m)"
290,10,Quarter-finals,[2] Milou van der Heijden (NED) bt [8] Vanessa Chu (HKG),"11-7, 11-8, 11-9 (27m)"
291,10,2nd round,[1] Julianne Courtice (ENG) bt [9/16] Anna Kimberley (ENG),"12-10, 11-7, 11-9 (41m)"
292,10,2nd round,[5] Lee Ka Yi (HKG) bt Lily Taylor (ENG),"11-8, 11-8, 7-11, 11-8 (38m)"
293,10,2nd round,[7] Emilia Soini (FIN) bt [9/16] Jessica Turnbull (AUS),"7-11, 11-7, 11-9, 6-11, 11-7 (55m)"
294,10,2nd round,[3] Olivia Fiechter (USA) bt [9/16] Sarah Cardwell (AUS),"11-3, 11-8, 11-5 (25m)"
295,10,2nd round,[4] Danielle Letourneau (CAN) bt [9/16] Nikki Todd (CAN),"11-9, 11-8, 11-7 (24m)"
296,10,2nd round,[6] Menna Hamed (EGY) bt [9/16] Catalina Pelaez (COL),"9-11, 11-4, 22-20, 9-11, 11-1 (66m)"
297,10,2nd round,[8] Vanessa Chu (HKG) bt [9/16] Cristina Gomez (ESP),"9-11, 11-7, 11-6, 11-9 (38m)"
298,10,2nd round,[2] Milou van der Heijden (NED) bt [9/16] Alison Thomson (SCO),"11-9, 11-8, 9-11, 11-5 (46m)"
299,10,1st round,[1] Julianne Courtice (ENG),bye
300,10,1st round,[9/16] Anna Kimberley (ENG) bt Marie Stephan (FRA),"11-3, 11-7, 11-3 (12m)"
301,10,1st round,Lily Taylor (ENG) bt [9/16] Diana Garcia (MEX),"11-5, 11-8, 7-11, 9-11, 11-3 (41m)"
302,10,1st round,[5] Lee Ka Yi (HKG),bye
303,10,1st round,[7] Emilia Soini (FIN),bye
304,10,1st round,[9/16] Jessica Turnbull (AUS) bt Grace Gear (ENG),"9-11, 11-5, 7-11, 11-9, 11-5 (50m)"
305,10,1st round,[9/16] Sarah Cardwell (AUS) bt Ali Loke (WAL),"8-11, 11-6, 11-2, 11-4 (37m)"
306,10,1st round,[3] Olivia Fiechter (USA),bye
307,10,1st round,[4] Danielle Letourneau (CAN),bye
308,10,1st round,[9/16] Nikki Todd (CAN) bt [WC] Jen Godziuk (CAN),"11-6, 11-4, 11-2 (16m)"
309,10,1st round,[9/16] Catalina Pelaez (COL) bt Laila Sedky (USA),"4-11, 11-5, 9-11, 11-5, 11-8 (51m)"
310,10,1st round,[6] Menna Hamed (EGY),bye
311,10,1st round,[8] Vanessa Chu (HKG),bye
312,10,1st round,[9/16] Cristina Gomez (ESP) bt Alicia Mead (ENG),"11-8, 8-11, 6-11, 11-8, 17-15 (64m)"
313,10,1st round,[9/16] Alison Thomson (SCO) bt [WC] Molly Chadwick (CAN),"11-8, 11-4, 11-5 (24m)"
314,10,1st round,[2] Milou van der Heijden (NED),bye
315,11,Final,[2] Nour El Sherbini (EGY) bt [1] Raneem El Welily (EGY),"11-8, 8-11, 11-8, 6-11, 11-9 (59m)"
316,11,Semi-finals,[1] Raneem El Welily (EGY) bt [3] Nouran Gohar (EGY),"11-5, 11-8, 11-9 (31m)"
317,11,Semi-finals,[2] Nour El Sherbini (EGY) bt [8] Sarah-Jane Perry (ENG),"11-7, 11-4, 11-8 (31m)"
318,11,Quarter-finals,[1] Raneem El Welily (EGY) bt [15] Olivia Blatchford Clyne (USA),"11-7, 11-8, 11-6 (29m)"
319,11,Quarter-finals,[3] Nouran Gohar (EGY) bt [7] Amanda Sobhy (USA),"11-6, 11-8, 11-8 (30m)"
320,11,Quarter-finals,[8] Sarah-Jane Perry (ENG) bt Rowan Elaraby (EGY),"11-8, 5-11, 14-12, 9-11, 11-7 (65m)"
321,11,Quarter-finals,[2] Nour El Sherbini (EGY) bt [5] Camille Serme (FRA),"11-8, 11-5, 8-11, 11-9 (45m)"
322,11,3rd round,[1] Raneem El Welily (EGY) bt [12] Salma Hany (EGY),"11-6, 11-3, 11-6 (22m)"
323,11,3rd round,[15] Olivia Blatchford Clyne (USA) bt Nadine Shahin (EGY),"8-11, 11-6, 11-3, 9-11, 11-9 (49m)"
324,11,3rd round,[7] Amanda Sobhy (USA) bt [10] Annie Au (HKG),"7-11, 11-9, 5-11, 11-5, 11-7 (51m)"
325,11,3rd round,[3] Nouran Gohar (EGY) bt [16] Nele Gilis (BEL),"11-3, 11-3, 11-6 (24m)"
326,11,3rd round,Rowan Elaraby (EGY) bt Lucy Turmel (ENG),"11-7, 11-7, 11-1 (29m)"
327,11,3rd round,[8] Sarah-Jane Perry (ENG) bt [14] Yathreb Adel (EGY),"7-11, 11-7, 5-11, 11-5, 11-9 (84m)"
328,11,3rd round,[5] Camille Serme (FRA) bt [9] Hania El Hammamy (EGY),"11-7, 10-12, 7-11, 14-12, 11-9 (81m)"
329,11,3rd round,[2] Nour El Sherbini (EGY) bt Donna Lobban (AUS),"5-11, 11-4, 11-5, 11-8 (33m)"
330,11,2nd round,[1] Raneem El Welily (EGY) bt Julianne Courtice (ENG),"11-8, 11-6, 11-5 (26m)"
331,11,2nd round,[12] Salma Hany (EGY) bt Coline Aumard (FRA),"11-6, 11-7, 11-7 (29m)"
332,11,2nd round,[15] Olivia Blatchford Clyne (USA) bt Emily Whitlock (ENG),"11-5, 11-8, 11-7 (29m)"
333,11,2nd round,Nadine Shahin (EGY) bt [6] Joelle King (NZL),"11-8, 11-7, 11-4 (22m)"
334,11,2nd round,[7] Amanda Sobhy (USA) bt Liu Tsz-Ling (HKG),"11-1, 11-0, 11-4 (17m)"
335,11,2nd round,[10] Annie Au (HKG) bt Hollie Naughton (CAN),"11-13, 8-11, 11-3, 11-9, 11-7 (51m)"
336,11,2nd round,[16] Nele Gilis (BEL) bt Millie Tomlinson (ENG),"11-7, 11-9, 7-11, 11-3 (57m)"
337,11,2nd round,[3] Nouran Gohar (EGY) bt Low Wee Wern (MAS),"11-7, 11-4, 11-2 (25m)"
338,11,2nd round,Rowan Elaraby (EGY) bt [4] Nour El Tayeb (EGY),"6-11, 11-9, 11-5, 11-5 (36m)"
339,11,2nd round,Lucy Turmel (ENG) bt [13] Victoria Lust (ENG),"7-11, 11-7, 8-11, 11-6, 11-9 (55m)"
340,11,2nd round,[14] Yathreb Adel (EGY) bt Sabrina Sobhy (USA),"12-10, 11-9, 11-1 (32m)"
341,11,2nd round,[8] Sarah-Jane Perry (ENG) bt Melissa Alves (FRA),"14-12, 12-10, 11-8 (37m)"
342,11,2nd round,[5] Camille Serme (FRA) bt Mariam Metwally (EGY),"11-2, 11-3, 1-0 ret. (15m)"
343,11,2nd round,[9] Hania El Hammamy (EGY) bt Tinne Gilis (BEL),"9-11, 11-6, 11-5, 11-8 (44m)"
344,11,2nd round,Donna Lobban (AUS) bt [11] Joshna Chinappa (IND),"11-6, 7-11, 11-8, 11-8 (39m)"
345,11,2nd round,[2] Nour El Sherbini (EGY) bt Joey Chan (HKG),"11-6, 11-4, 12-10 (23m)"
346,11,1st round,[1] Raneem El Welily (EGY),bye
347,11,1st round,Julianne Courtice (ENG) bt Danielle Letourneau (CAN),"11-6, 11-9, 11-4 (27m)"
348,11,1st round,Coline Aumard (FRA) bt [WC] Hana Moataz (EGY),"11-6, 11-4, 14-16, 11-8 (47m)"
349,11,1st round,[12] Salma Hany (EGY),bye
350,11,1st round,[15] Olivia Blatchford Clyne (USA),bye
351,11,1st round,Emily Whitlock (ENG) bt Lisa Aitken (SCO),"11-6, 8-11, 11-5, 11-6 (43m)"
352,11,1st round,Nadine Shahin (EGY) bt Mayar Hany (EGY),"10-12, 12-10, 11-9, 11-9 (45m)"
353,11,1st round,[6] Joelle King (NZL),bye
354,11,1st round,[7] Amanda Sobhy (USA),bye
355,11,1st round,Liu Tsz-Ling (HKG) bt Milou van der Heijden (NED),"11-9, 11-5, 4-11, 8-11, 11-7 (41m)"
356,11,1st round,Hollie Naughton (CAN) bt Sivasangari Subramaniam (MAS),"11-8, 11-9, 4-11, 12-10 (42m)"
357,11,1st round,[10] Annie Au (HKG),bye
358,11,1st round,[16] Nele Gilis (BEL),bye
359,11,1st round,Millie Tomlinson (ENG) bt Ho Tze-Lok (HKG),"11-7, 11-9, 11-8 (40m)"
360,11,1st round,Low Wee Wern (MAS) bt Jasmine Hutton (ENG),"5-11, 11-8, 11-5, 6-11, 14-12 (77m)"
361,11,1st round,[3] Nouran Gohar (EGY),bye
362,11,1st round,[4] Nour El Tayeb (EGY),bye
363,11,1st round,Rowan Elaraby (EGY) bt Lee Ka Yi (HKG),"11-8, 11-6, 11-6 (21m)"
364,11,1st round,Lucy Turmel (ENG) bt Rachael Grinham (AUS),"13-15, 8-11, 11-1, 11-6, 11-6 (57m)"
365,11,1st round,[13] Victoria Lust (ENG),bye
366,11,1st round,[14] Yathreb Adel (EGY),bye
367,11,1st round,Sabrina Sobhy (USA) bt Nada Abbas (EGY),"4-11, 14-12, 12-10, 8-11, 11-8 (50m)"
368,11,1st round,Melissa Alves (FRA) bt Zeina Mickawy (EGY),"7-11, 4-11, 13-11, 11-9, 11-8 (51m)"
369,11,1st round,[8] Sarah-Jane Perry (ENG),bye
370,11,1st round,[5] Camille Serme (FRA),bye
371,11,1st round,Mariam Metwally (EGY) bt Alexandra Fuller (RSA),"6-11, 11-8, 9-11, 11-1, 11-3 (35m)"
372,11,1st round,Tinne Gilis (BEL) bt Haley Mendez (USA),"11-4, 11-4, 11-6 (26m)"
373,11,1st round,[9] Hania El Hammamy (EGY),bye
374,11,1st round,[11] Joshna Chinappa (IND),bye
375,11,1st round,Donna Lobban (AUS) bt Olivia Fiechter (USA),"10-12, 11-8, 11-7, 11-13, 14-12 (62m)"
376,11,1st round,Joey Chan (HKG) bt Tong Tsz-Wing (HKG),"11-8, 11-4, 11-7 (21m)"
377,11,1st round,[2] Nour El Sherbini (EGY),bye
378,12,Final,[2] Sana Ibrahim (EGY) bt [8] Haya Ali (EGY),"11-8, 11-4, 11-3 (27m)"
379,12,Semi-finals,[8] Haya Ali (EGY) bt [1] Jana Shiha (EGY),"11-6, 6-11, 11-13, 11-8, 12-10 (49m)"
380,12,Semi-finals,[2] Sana Ibrahim (EGY) bt [3] Kenzy Ayman (EGY),"9-11, 11-6, 11-7, 11-6 (34m)"
381,12,Quarter-finals,[1] Jana Shiha (EGY) bt [9/16] Habiba El Dafrawy (EGY),"11-9, 11-6, 11-5 (25m)"
382,12,Quarter-finals,[8] Haya Ali (EGY) bt [9/16] Menna Walid (EGY),"11-7, 11-9, 7-11, 11-7 (32m)"
383,12,Quarter-finals,[3] Kenzy Ayman (EGY) bt [9/16] Nardine Garas (EGY),"11-6, 8-11, 9-11, 13-11, 12-10 (42m)"
384,12,Quarter-finals,[2] Sana Ibrahim (EGY) bt [5] Salma El Tayeb (EGY),6-1 ret.
385,12,2nd round,[1] Jana Shiha (EGY) bt Nour Heikal (EGY),"12-10, 11-8, 11-5 (19m)"
386,12,2nd round,[9/16] Habiba El Dafrawy (EGY) bt [7] Rana Ismail (EGY),"11-6, 11-8, 11-7 (24m)"
387,12,2nd round,[8] Haya Ali (EGY) bt Salma El Alfy (EGY),"7-11, 11-3, 11-8, 10-12, 11-7 (48m)"
388,12,2nd round,[9/16] Menna Walid (EGY) bt [4] Nour Khaled Aboulmakarim (EGY),"11-6, 11-8, 11-6"
389,12,2nd round,[3] Kenzy Ayman (EGY) bt [9/16] Nadeen Kotb (EGY),"11-7, 11-7, 11-5 (22m)"
390,12,2nd round,[9/16] Nardine Garas (EGY) bt [6] Shahd Elrefaey (EGY),"12-10, 12-10, 8-11, 11-3 (29m)"
391,12,2nd round,[5] Salma El Tayeb (EGY) bt [9/16] Malak Kamal (EGY),"8-11, 11-9, 11-8, 13-11 (36m)"
392,12,2nd round,[2] Sana Ibrahim (EGY) bt [9/16] Lina Tammam (EGY),"11-3, 11-1, 11-5 (16m)"
393,12,1st round,[1] Jana Shiha (EGY),bye
394,12,1st round,Nour Heikal (EGY) bt [9/16] Nour Wageeh (EGY),"11-7, 11-13, 11-7, 11-1 (20m)"
395,12,1st round,[9/16] Habiba El Dafrawy (EGY) bt [WC] Hana Ismail (EGY),"11-1, 11-8, 11-7 (22m)"
396,12,1st round,[7] Rana Ismail (EGY),bye
397,12,1st round,[8] Haya Ali (EGY),bye
398,12,1st round,Salma El Alfy (EGY) bt [9/16] Nada Ehab (EGY),"11-3, 11-8, 11-4 (19m)"
399,12,1st round,[9/16] Menna Walid (EGY) bt Farida Salloum (EGY),"11-4, 11-5, 9-11, 11-7 (24m)"
400,12,1st round,[4] Nour Khaled Aboulmakarim (EGY),bye
401,12,1st round,[3] Kenzy Ayman (EGY),bye
402,12,1st round,[9/16] Nadeen Kotb (EGY) bt Noureen Khalifa (EGY),"6-11, 11-9, 11-8, 11-2 (32m)"
403,12,1st round,[9/16] Nardine Garas (EGY) bt Nour Ramy (EGY),"11-4, 11-2, 11-2 (16m)"
404,12,1st round,[6] Shahd Elrefaey (EGY),bye
405,12,1st round,[5] Salma El Tayeb (EGY),bye
406,12,1st round,[9/16] Malak Kamal (EGY) bt Maryam Elshanawany (EGY),"11-1, 11-5, 11-7 (16m)"
407,12,1st round,[9/16] Lina Tammam (EGY) bt [WC] Nelly Sameh (EGY),"11-2, 11-7, 11-5 (26m)"
408,12,1st round,[2] Sana Ibrahim (EGY),bye
409,13,Final,[1] Amanda Sobhy (USA) bt [2] Sarah-Jane Perry (ENG),"6-11, 11-5, 11-9, 11-1 (45m)"
410,13,Semi-finals,[1] Amanda Sobhy (USA) bt [3] Hania El Hammamy (EGY),"11-7, 4-11, 12-10, 11-7 (48m)"
411,13,Semi-finals,[2] Sarah-Jane Perry (ENG) bt [4] Olivia Blatchford Clyne (USA),"7-11, 11-8, 11-9, 11-4 (51m)"
412,13,Quarter-finals,[1] Amanda Sobhy (USA) bt [5] Nele Gilis (BEL),"11-5, 11-2, 11-3 (24m)"
413,13,Quarter-finals,[3] Hania El Hammamy (EGY) bt [6] Rowan Elaraby (EGY),"11-7, 11-5, 11-6 (31m)"
414,13,Quarter-finals,[4] Olivia Blatchford Clyne (USA) bt [7] Tinne Gilis (BEL),"11-8, 12-10, 11-6 (33m)"
415,13,Quarter-finals,[2] Sarah-Jane Perry (ENG) bt [8] Low Wee Wern (MAS),"9-11, 11-9, 9-11, 11-7, 11-5 (65m)"
416,13,2nd round,[1] Amanda Sobhy (USA) bt Nicole Bunyan (CAN),"11-5, 12-10, 11-1 (23m)"
417,13,2nd round,[5] Nele Gilis (BEL) bt [9/16] Menna Nasser (EGY),"11-6, 11-6, 11-0 (18m)"
418,13,2nd round,[6] Rowan Elaraby (EGY) bt [9/16] Nada Abbas (EGY),"11-6, 11-3, 9-11, 12-10 (40m)"
419,13,2nd round,[3] Hania El Hammamy (EGY) bt [9/16] Emilia Soini (FIN),"11-5, 11-8, 11-5 (31m)"
420,13,2nd round,[4] Olivia Blatchford Clyne (USA) bt Nikki Todd (CAN),"11-7, 11-3, 11-7 (23m)"
421,13,2nd round,[7] Tinne Gilis (BEL) bt [9/16] Enora Villard (FRA),"11-6, 11-5, 11-6 (34m)"
422,13,2nd round,[8] Low Wee Wern (MAS) bt [9/16] Sarah Cardwell (AUS),"11-7, 11-5, 11-4 (31m)"
423,13,2nd round,[2] Sarah-Jane Perry (ENG) bt [9/16] Mayar Hany (EGY),"11-5, 9-11, 11-4, 11-5 (37m)"
424,13,1st round,[1] Amanda Sobhy (USA),bye
425,13,1st round,Nicole Bunyan (CAN) bt [9/16] Ineta Mackevica (LAT),"4-11, 11-8, 6-11, 11-7, 12-10 (47m)"
426,13,1st round,[9/16] Menna Nasser (EGY) bt Jessica Turnbull (AUS),"15-13, 2-11, 11-9, 11-13, 11-8 (54m)"
427,13,1st round,[5] Nele Gilis (BEL),bye
428,13,1st round,[6] Rowan Elaraby (EGY),bye
429,13,1st round,[9/16] Nada Abbas (EGY) bt Sunayna Kuruvilla (IND),"8-11, 11-5, 11-6, 9-11, 11-6 (41m)"
430,13,1st round,[9/16] Emilia Soini (FIN) bt [WC] Weenee Low (MAS),"11-3, 11-4, 11-2 (18m)"
431,13,1st round,[3] Hania El Hammamy (EGY),bye
432,13,1st round,[4] Olivia Blatchford Clyne (USA),bye
433,13,1st round,Nikki Todd (CAN) bt [9/16] Jasmine Hutton (ENG),"12-10, 12-10, 8-11, 4-11, 11-6 (47m)"
434,13,1st round,[9/16] Enora Villard (FRA) bt Cindy Merlo (SUI),"11-7, 11-9, 11-5 (27m)"
435,13,1st round,[7] Tinne Gilis (BEL),bye
436,13,1st round,[8] Low Wee Wern (MAS),bye
437,13,1st round,[9/16] Sarah Cardwell (AUS) bt Tessa ter Sluis (NED),"11-6, 8-11, 11-8, 5-11, 11-9 (44m)"
438,13,1st round,[9/16] Mayar Hany (EGY) bt Catalina Pelaez (COL),"12-10, 11-4, 11-6 (22m)"
439,13,1st round,[2] Sarah-Jane Perry (ENG),bye
440,14,Final,[1] Hollie Naughton (CAN) bt [2] Olivia Fiechter (USA),"11-7, 11-6, 13-11 (28m)"
441,14,Semi-finals,[1] Hollie Naughton (CAN) bt [9/16] Hana Ramadan (EGY),"11-5, 11-7, 5-11, 11-7 (36m)"
442,14,Semi-finals,[2] Olivia Fiechter (USA) bt [3] Danielle Letourneau (CAN),"7-11, 13-15, 13-11, 11-5, 11-7 (52m)"
443,14,Quarter-finals,[1] Hollie Naughton (CAN) bt [9/16] Lily Taylor (ENG),"7-11, 11-6, 9-11, 11-2, 11-6 (42m)"
444,14,Quarter-finals,[9/16] Hana Ramadan (EGY) bt [9/16] Catalina Pelaez (COL),"11-7, 11-7, 13-11 (40m)"
445,14,Quarter-finals,[3] Danielle Letourneau (CAN) bt [9/16] Alicia Mead (ENG),"9-11, 11-4, 11-3, 11-4 (28m)"
446,14,Quarter-finals,[2] Olivia Fiechter (USA) bt [9/16] Diana Garcia (MEX),"11-5, 11-4, 11-4 (19m)"
447,14,2nd round,[1] Hollie Naughton (CAN) bt [9/16] Jessica Turnbull (AUS),"11-9, 11-7, 11-9 (26m)"
448,14,2nd round,[9/16] Lily Taylor (ENG) bt [6] Salma Youssef (EGY),"11-6, 11-5, 11-4 (23m)"
449,14,2nd round,[9/16] Hana Ramadan (EGY) bt [8] Marina Stefanoni (USA),"11-8, 11-3, 11-1 (23m)"
450,14,2nd round,[9/16] Catalina Pelaez (COL) bt [4] Emilia Soini (FIN),"11-9, 11-9, 11-4 (25m)"
451,14,2nd round,[3] Danielle Letourneau (CAN) bt [9/16] Georgia Adderley (SCO),"11-6, 11-3, 11-5 (20m)"
452,14,2nd round,[9/16] Alicia Mead (ENG) bt [7] Anna Serme (CZE),"8-11, 11-8, 12-10, 12-14, 11-8 (51m)"
453,14,2nd round,[9/16] Diana Garcia (MEX) bt [5] Ineta Mackevica (LAT),"11-6, 11-3, 9-11, 11-8 (38m)"
454,14,2nd round,[2] Olivia Fiechter (USA) bt [9/16] Nicole Bunyan (CAN),"11-6, 11-4, 11-7 (24m)"
455,14,1st round,[1] Hollie Naughton (CAN),bye
456,14,1st round,[9/16] Jessica Turnbull (AUS) bt Jelena Dutina (SRB),"11-3, 11-2, 11-1 (12m)"
457,14,1st round,[9/16] Lily Taylor (ENG) bt Mary Fung-A-Fat (GUY),"11-3, 11-6, 11-7 (19m)"
458,14,1st round,[6] Salma Youssef (EGY),bye
459,14,1st round,[8] Marina Stefanoni (USA),bye
460,14,1st round,[9/16] Hana Ramadan (EGY) bt Laila Sedky (USA),"11-9, 11-7, 11-6"
461,14,1st round,[9/16] Catalina Pelaez (COL) bt Jihyun Lee (KOR),"11-6, 11-9, 13-11 (29m)"
462,14,1st round,[4] Emilia Soini (FIN),bye
463,14,1st round,[3] Danielle Letourneau (CAN),bye
464,14,1st round,[9/16] Georgia Adderley (SCO) bt Bruna Marchesi Petrillo (ITA),"11-8, 11-13, 11-7, 11-5 (33m)"
465,14,1st round,[9/16] Alicia Mead (ENG) bt Heba Nossier (USA),"11-3, 11-6, 11-3 (19m)"
466,14,1st round,[7] Anna Serme (CZE),bye
467,14,1st round,[5] Ineta Mackevica (LAT),bye
468,14,1st round,[9/16] Diana Garcia (MEX) bt Amna Fayyaz (PAK),"11-1, 11-6, 11-5 (20m)"
469,14,1st round,[9/16] Nicole Bunyan (CAN),bye
470,14,1st round,[2] Olivia Fiechter (USA),bye
471,15,Final,[1] Nour El Tayeb (EGY) bt [3] Sarah-Jane Perry (ENG),"10-12, 14-12, 11-5, 11-4 (51m)"
472,15,Semi-finals,[1] Nour El Tayeb (EGY) bt [5] Joshna Chinappa (IND),"11-4, 11-8, 11-3 (26m)"
473,15,Semi-finals,[3] Sarah-Jane Perry (ENG) bt [2] Joelle King (NZL),"14-12, 11-4, 13-11 (40m)"
474,15,Quarter-finals,[1] Nour El Tayeb (EGY) bt [9/16] Farida Mohamed (EGY),"11-8, 11-8, 11-4 (22m)"
475,15,Quarter-finals,[5] Joshna Chinappa (IND) bt [4] Annie Au (HKG),"3-11, 11-6, 6-11, 11-8, 11-6 (54m)"
